player_id,batter_atbats,batter_homeruns,batter_ops,batter_runs,batter_rbi,batter_average,pitcher_innings,pitcher_wins,pitcher_losses,pitcher_era,pitcher_whip,pitcher_saves,pitcher_strikeouts,war,allstar_apps,in_hall_of_fame
iorgda01,1647,14,0.695,149,216,0.276,3,0,0,12,2,0,2,0.3,0,0
caterda01,4451,66,0.693,491,519,0.276,0,0,0,0,0,0,0,10.5,0,0
toddal01,2785,35,0.684,286,366,0.276,0,0,0,0,0,0,0,4.4,0,0
mageele01,3741,12,0.675,467,277,0.276,0,0,0,0,0,0,0,10.2,0,0
mcgeami01,2481,0,0.592,484,236,0.276,0,0,0,0,0,0,0,11,0,0
hawpebr01,2934,124,0.845,400,492,0.275,0,0,0,0,0,0,0,4.5,1,0
yorkru01,5891,277,0.845,876,1152,0.275,0,0,0,0,0,0,0,31.7,7,0
jenkige01,4700,221,0.834,688,733,0.275,0,0,0,0,0,0,0,21.9,1,0
boonera01,4589,151,0.79,645,737,0.275,0,0,0,0,0,0,0,25.8,2,0
gilkebe01,4061,118,0.786,606,546,0.275,0,0,0,0,0,0,0,21.6,0,0
victosh01,4630,108,0.765,731,489,0.275,0,0,0,0,0,0,0,31.5,2,0
dejesda01,5220,99,0.761,740,573,0.275,0,0,0,0,0,0,0,23.4,0,0
aurilri01,5721,186,0.761,745,756,0.275,0,0,0,0,0,0,0,18.2,1,0
byrdma01,5579,159,0.759,740,710,0.275,0,0,0,0,0,0,0,25.8,1,0
norenir01,3119,65,0.758,443,453,0.275,0,0,0,0,0,0,0,15.1,1,0
nashbi01,5867,60,0.749,1080,983,0.275,1,0,0,0,2,0,0,33.8,0,0
gumbead01,960,15,0.734,155,124,0.275,1996,123,102,4.27,1.49,1,549,19.9,0,0
stynech01,2326,51,0.734,351,265,0.275,0,0,0,0,0,0,0,8.2,0,0
williji01,5485,49,0.733,780,796,0.275,0,0,0,0,0,0,0,32.6,0,0
montawi01,5843,139,0.729,645,802,0.275,0,0,0,0,0,0,0,1.6,1,0
cardejo02,6964,138,0.728,936,775,0.275,0,0,0,0,0,0,0,20.7,0,0
snodgfr01,3101,11,0.726,453,351,0.275,0,0,0,0,0,0,0,15.8,0,0
johnsch05,2811,63,0.717,256,339,0.275,0,0,0,0,0,0,0,0.6,0,0
heathcl01,4443,42,0.708,643,448,0.275,0,0,0,0,0,0,0,11,0,0
mcfared01,3007,13,0.704,398,383,0.275,0,0,0,0,0,0,0,20.8,0,0
ruelmu01,4514,4,0.697,494,534,0.275,0,0,0,0,0,0,0,20.9,0,0
mccormi02,2325,14,0.691,302,215,0.275,0,0,0,0,0,0,0,5.1,0,0
backmwa01,3245,10,0.688,482,240,0.275,0,0,0,0,0,0,0,13.1,0,0
scottja01,680,5,0.673,67,73,0.275,1814,103,109,3.85,1.36,19,657,16.9,0,0
remyje01,4455,7,0.655,605,329,0.275,0,0,0,0,0,0,0,14.6,1,0
wardjo01,7656,26,0.655,1410,869,0.275,2469,164,103,2.1,1.04,3,920,62.4,0,1
bankser01,9421,512,0.83,1305,1636,0.274,0,0,0,0,0,0,0,67.7,14,1
nixontr01,3627,137,0.828,579,555,0.274,0,0,0,0,0,0,0,21.2,0,0
dyeje01,6487,325,0.826,984,1072,0.274,0,0,0,0,0,0,0,20.3,2,0
fostege01,7023,348,0.818,986,1239,0.274,0,0,0,0,0,0,0,44.1,5,0
davisch01,8673,350,0.811,1240,1372,0.274,2,0,0,0,0,0,0,38.3,3,0
millake01,4688,170,0.81,648,699,0.274,0,0,0,0,0,0,0,14.2,0,0
vanslan01,5711,164,0.792,835,792,0.274,0,0,0,0,0,0,0,41.3,3,0
morsemi01,2569,105,0.788,296,355,0.274,0,0,0,0,0,0,0,4,0,0
liebemi01,4218,150,0.783,534,610,0.274,0,0,0,0,0,0,0,15.3,2,0
oleartr01,4010,127,0.78,547,591,0.274,0,0,0,0,0,0,0,0,0,0
frymatr01,6481,223,0.779,895,1022,0.274,0,0,0,0,0,0,0,34.4,5,0
tracych01,2706,86,0.772,317,358,0.274,0,0,0,0,0,0,0,5.4,0,0
marshwi01,4233,130,0.77,583,604,0.274,0,0,0,0,0,0,0,19.8,3,0
clenddo01,4648,159,0.77,594,682,0.274,0,0,0,0,0,0,0,20,0,0
riverju01,3471,132,0.766,425,539,0.274,0,0,0,0,0,0,0,9.2,0,0
murphda07,3467,104,0.765,440,472,0.274,1,0,0,0,4,0,1,10,0,0
sheckji01,7605,56,0.753,1296,813,0.274,0,0,0,0,0,0,0,49.5,0,0
mayca01,4120,90,0.749,545,536,0.274,0,0,0,0,0,0,0,10.5,2,0
howarel01,5363,167,0.749,619,762,0.274,0,0,0,0,0,0,0,27,11,0
mayele01,4048,94,0.733,533,419,0.274,0,0,0,0,0,0,0,15.8,0,0
herndla01,4877,107,0.731,605,550,0.274,0,0,0,0,0,0,0,15.2,0,0
molinbe01,4812,144,0.718,457,711,0.274,0,0,0,0,0,0,0,10.7,0,0
malzofr01,5428,133,0.714,647,728,0.274,0,0,0,0,0,0,0,16.3,8,0
mccraqu01,2462,21,0.71,359,244,0.274,0,0,0,0,0,0,0,0.3,0,0
mcnaier01,4519,82,0.71,592,633,0.274,0,0,0,0,0,0,0,5.1,0,0
thompmi02,3761,47,0.707,491,357,0.274,0,0,0,0,0,0,0,18.6,0,0
harribu01,4736,9,0.706,722,506,0.274,0,0,0,0,0,0,0,16,0,0
beniqju01,4651,79,0.706,610,476,0.274,0,0,0,0,0,0,0,9.9,0,0
loberha01,4563,32,0.703,640,482,0.274,0,0,0,0,0,0,0,23.1,0,0
palmeor01,2335,12,0.701,306,226,0.274,0,0,0,0,0,0,0,2.6,0,0
wilsomo01,5094,67,0.7,731,438,0.274,0,0,0,0,0,0,0,22.4,0,0
stratsc01,1390,8,0.699,202,163,0.274,1892,97,114,3.87,1.38,1,570,16.1,0,0
staffge01,2137,21,0.679,341,291,0.274,98,3,9,5.14,1.69,0,21,0.6,0,0
vaughfa01,3454,21,0.672,474,525,0.274,7,0,0,3.86,1.86,0,0,2.7,0,0
gantnji01,6189,47,0.67,726,568,0.274,1,0,0,0,2,0,0,22.4,0,0
stennre01,4521,41,0.665,500,432,0.274,0,0,0,0,0,0,0,13.9,0,0
francte01,1731,16,0.651,163,143,0.274,1,0,0,0,0,0,1,-3.1,0,0
dorgami01,2924,4,0.643,443,346,0.274,140,8,7,3.28,1.3,0,103,8.5,0,0
eggleda01,2544,0,0.62,491,242,0.274,0,0,0,0,0,0,0,5.1,0,0
hafnetr01,4058,213,0.874,619,731,0.273,0,0,0,0,0,0,0,24.8,0,0
tartada01,5011,262,0.864,756,925,0.273,0,0,0,0,0,0,0,23.3,1,0
howarfr01,6488,382,0.851,864,1119,0.273,0,0,0,0,0,0,0,37.6,4,0
posadjo01,6092,275,0.848,900,1065,0.273,0,0,0,0,0,0,0,42.7,5,0
hodgegi01,7030,370,0.846,1105,1274,0.273,0,0,0,0,0,0,0,43.9,8,1
mondera01,5814,271,0.816,909,860,0.273,0,0,0,0,0,0,0,29.5,1,0
phelpjo01,1394,64,0.815,198,244,0.273,0,0,0,0,0,0,0,3.2,0,0
hemusso01,2694,51,0.801,459,263,0.273,0,0,0,0,0,0,0,25.9,0,0
hislela01,4205,166,0.799,652,674,0.273,0,0,0,0,0,0,0,25,2,0
lemonch01,6868,215,0.797,973,884,0.273,0,0,0,0,0,0,0,55.6,3,0
hortowi01,7298,325,0.789,873,1163,0.273,0,0,0,0,0,0,0,26.5,4,0
youngba01,2403,79,0.788,320,415,0.273,0,0,0,0,0,0,0,11.3,0,0
oglivbe01,5913,235,0.786,784,901,0.273,0,0,0,0,0,0,0,26.4,3,0
lindejo01,2795,72,0.773,401,404,0.273,251,8,18,4.48,1.63,1,146,15.1,1,0
hattesc01,4226,106,0.771,538,527,0.273,0,0,0,0,0,0,0,10,0,0
hollato01,3191,98,0.767,451,401,0.273,0,0,0,0,0,0,0,6.5,0,0
rowanaa01,4374,136,0.765,613,536,0.273,0,0,0,0,0,0,0,20.9,1,0
taubeed01,2874,94,0.761,351,419,0.273,0,0,0,0,0,0,0,5.5,0,0
cordewi01,4311,122,0.758,587,566,0.273,0,0,0,0,0,0,0,6,1,0
hudsoor01,4825,93,0.753,648,542,0.273,0,0,0,0,0,0,0,30.9,2,0
belliro01,5045,114,0.753,685,601,0.273,0,0,0,0,0,0,0,20.7,1,0
ofarrbo01,4101,51,0.748,517,549,0.273,0,0,0,0,0,0,0,0,0,0
offerjo01,5681,57,0.733,840,537,0.273,0,0,0,0,0,0,0,17.1,2,0
woodge01,5371,68,0.732,965,601,0.273,12,0,0,5.25,1.92,2,3,19.2,0,0
brutobi01,6056,94,0.721,937,545,0.273,0,0,0,0,0,0,0,26.3,0,0
huntro01,5235,39,0.715,745,370,0.273,0,0,0,0,0,0,0,32.8,2,0
alomasa02,4530,112,0.715,520,588,0.273,0,0,0,0,0,0,0,13.7,6,0
merklfr01,5782,61,0.714,720,733,0.273,0,0,0,0,0,0,0,19.8,0,0
cedenro01,3174,40,0.711,478,274,0.273,0,0,0,0,0,0,0,1.7,0,0
rizzuph01,5816,38,0.706,877,563,0.273,0,0,0,0,0,0,0,42.2,5,1
lowrepe01,4317,37,0.698,564,479,0.273,0,0,0,0,0,0,0,13.5,1,0
orsuljo01,4293,57,0.698,559,405,0.273,0,0,0,0,0,0,0,5.4,0,0
wasdeji01,2866,29,0.697,339,341,0.273,0,0,0,0,0,0,0,2.9,0,0
yorkto01,4005,14,0.692,743,502,0.273,0,0,0,0,0,0,0,19.6,0,0
ritchcl01,5923,18,0.69,709,675,0.273,0,0,0,0,0,0,0,34.7,0,0
burleri01,5139,50,0.689,656,449,0.273,0,0,0,0,0,0,0,22.9,4,0
joshuvo01,2234,30,0.686,277,184,0.273,0,0,0,0,0,0,0,-2,0,0
lowebo01,7078,71,0.685,1135,989,0.273,1,0,0,9,4,0,0,20.3,0,0
biittla01,3151,29,0.683,310,354,0.273,1,0,0,54,6,0,3,-1.2,0,0
womacto01,4963,36,0.673,739,368,0.273,0,0,0,0,0,0,0,2.5,1,0
hughero01,2582,5,0.672,396,205,0.273,0,0,0,0,0,0,0,4.5,0,0
orthal01,1698,12,0.664,183,184,0.273,3354,204,189,3.37,1.26,6,948,51.3,0,0
callani01,3295,11,0.663,442,394,0.273,1603,99,73,3.39,1.36,2,445,24.8,0,0
robinwi01,5075,18,0.662,637,722,0.273,0,0,0,0,0,0,0,6.7,0,0
brownge01,4300,18,0.657,614,303,0.273,0,0,0,0,0,0,0,7.1,0,0
lankfra01,5747,238,0.841,968,874,0.272,0,0,0,0,0,0,0,38.2,1,0
evansdw01,8996,385,0.84,1470,1384,0.272,0,0,0,0,0,0,0,67.2,3,0
cliftha01,5730,178,0.831,1070,829,0.272,0,0,0,0,0,0,0,42.1,1,0
higgibo02,4910,187,0.813,736,709,0.272,0,0,0,0,0,0,0,23.1,0,0
ibanera01,7471,305,0.8,1055,1207,0.272,0,0,0,0,0,0,0,20.9,1,0
westlwa01,3117,127,0.795,474,539,0.272,0,0,0,0,0,0,0,14.7,1,0
lindad01,4577,200,0.795,588,723,0.272,0,0,0,0,0,0,0,12.7,0,0
wagnele01,4426,211,0.795,636,669,0.272,0,0,0,0,0,0,0,11.7,5,0
caminke01,6288,239,0.794,894,983,0.272,0,0,0,0,0,0,0,33.4,3,0
siebeno01,4481,132,0.792,662,636,0.272,0,0,0,0,0,0,0,21,3,0
hammoje01,3032,110,0.787,475,423,0.272,0,0,0,0,0,0,0,8.6,1,0
smithal04,5357,164,0.787,843,676,0.272,0,0,0,0,0,0,0,20.8,3,0
berryse01,2413,81,0.779,310,369,0.272,0,0,0,0,0,0,0,4.8,0,0
hermage01,1960,46,0.776,276,259,0.272,0,0,0,0,0,0,0,11,0,0
caldeiv01,3312,104,0.775,470,444,0.272,0,0,0,0,0,0,0,12,1,0
perryhe01,1696,55,0.771,241,246,0.272,0,0,0,0,0,0,0,5.1,0,0
mullira01,3569,73,0.761,445,435,0.272,0,0,0,0,0,0,0,17,0,0
francti01,5121,125,0.746,650,656,0.272,0,0,0,0,0,0,0,14,1,0
dahlebi01,9036,84,0.74,1590,1234,0.272,0,0,0,0,0,0,0,75.2,0,0
grissma02,8275,227,0.733,1187,967,0.272,0,0,0,0,0,0,0,29.6,2,0
gainede01,1608,14,0.732,218,185,0.272,0,0,0,0,0,0,0,7.9,0,0
wisesa01,4715,48,0.729,834,672,0.272,0,0,0,0,0,0,0,20.3,0,0
mcphebi01,8304,53,0.728,1684,1072,0.272,0,0,0,0,0,0,0,52.5,0,1
bautida01,2517,62,0.724,317,319,0.272,0,0,0,0,0,0,0,-0.5,0,0
denorch01,2162,41,0.722,289,196,0.272,0,0,0,0,0,0,0,10.8,0,0
piersji01,5890,104,0.718,811,591,0.272,0,0,0,0,0,0,0,29.3,2,0
bonneba01,3068,56,0.712,363,355,0.272,0,0,0,0,0,0,0,1.7,0,0
kennead01,5473,80,0.711,682,571,0.272,0,0,0,0,0,0,0,20.9,0,0
bluegos01,6440,43,0.708,883,848,0.272,0,0,0,0,0,0,0,28.5,1,0
cabreor01,7562,123,0.707,985,854,0.272,0,0,0,0,0,0,0,21.3,0,0
johnsbo02,2307,44,0.697,254,230,0.272,0,0,0,0,0,0,0,8.2,0,0
collida02,4907,32,0.689,667,373,0.272,0,0,0,0,0,0,0,15.8,0,0
vizquom01,10586,80,0.688,1445,951,0.272,0,0,0,0,0,0,0,45.6,3,0
carroja01,3671,13,0.687,560,265,0.272,1,0,0,0,0,0,0,17,0,0
bosleth01,1581,20,0.687,183,158,0.272,0,0,0,0,0,0,0,2.3,0,0
klingjo01,4246,20,0.676,475,515,0.272,0,0,0,0,0,0,0,29.1,0,0
hallmbi01,6030,21,0.675,942,772,0.272,2,0,0,18,3,0,0,7,0,0
merribi01,1414,8,0.661,182,196,0.272,0,0,0,0,0,0,0,2,0,0
sanchre01,4850,15,0.642,549,389,0.272,0,0,0,0,0,0,0,20.6,0,0
verbaem01,2911,1,0.626,301,241,0.272,0,0,0,0,0,0,0,4.7,3,0
matheed01,8537,512,0.885,1509,1453,0.271,0,0,0,0,0,0,0,96.1,12,1
cashno01,6705,377,0.862,1046,1103,0.271,0,0,0,0,0,0,0,52,5,0
morgajo02,9277,268,0.819,1650,1133,0.271,0,0,0,0,0,0,0,100.4,10,1
martiti02,7111,339,0.815,1009,1271,0.271,0,0,0,0,0,0,0,29,2,0
mullipa01,2493,87,0.811,381,385,0.271,0,0,0,0,0,0,0,10.6,2,0
hartco01,3729,162,0.807,549,538,0.271,0,0,0,0,0,0,0,14.4,2,0
bradlmi01,3605,125,0.804,541,481,0.271,0,0,0,0,0,0,0,16.9,1,0
hillgl01,3715,186,0.803,528,586,0.271,0,0,0,0,0,0,0,9.7,0,0
evereca01,4809,202,0.803,707,792,0.271,0,0,0,0,0,0,0,20.4,2,0
lezcasi01,4134,148,0.8,560,591,0.271,0,0,0,0,0,0,0,28.2,0,0
bishoma01,4494,41,0.789,966,379,0.271,0,0,0,0,0,0,0,38.1,0,0
retteme01,2555,66,0.787,393,329,0.271,0,0,0,0,0,0,0,20,0,0
fletcel01,4879,79,0.774,723,616,0.271,0,0,0,0,0,0,0,33.3,1,0
finlest01,9397,304,0.774,1443,1167,0.271,1,0,0,0,1,0,0,44.2,2,0
mientdo01,3312,66,0.765,422,405,0.271,0,0,0,0,0,0,0,11.8,0,0
whitero01,6650,160,0.764,964,758,0.271,0,0,0,0,0,0,0,46.8,2,0
werbebi01,5024,78,0.756,875,539,0.271,0,0,0,0,0,0,0,26.1,0,0
cantujo01,3128,104,0.755,367,476,0.271,0,0,0,0,0,0,0,-0.1,0,0
steinte01,5369,162,0.746,638,745,0.271,0,0,0,0,0,0,0,28,3,0
braunst01,3650,52,0.738,466,388,0.271,0,0,0,0,0,0,0,17.4,0,0
johnsbi03,3253,61,0.737,419,487,0.271,0,0,0,0,0,0,0,14.3,1,0
wyrosjo01,4240,58,0.732,525,481,0.271,0,0,0,0,0,0,0,12.2,2,0
wallide01,2945,49,0.729,372,380,0.271,0,0,0,0,0,0,0,12,0,0
lansimi01,4150,84,0.725,554,440,0.271,0,0,0,0,0,0,0,10,0,0
mccarti01,5529,97,0.725,590,645,0.271,0,0,0,0,0,0,0,28.3,2,0
mayde01,2200,52,0.717,244,310,0.271,0,0,0,0,0,0,0,2.6,0,0
merlolo01,1085,14,0.716,138,125,0.271,0,0,0,0,0,0,0,3,0,0
spierbi01,3408,37,0.711,477,388,0.271,0,0,0,0,0,0,0,10.2,0,0
knighra01,4829,84,0.711,490,595,0.271,0,0,0,0,0,0,0,13.3,2,0
newcodo01,878,15,0.705,94,108,0.271,2154,149,90,3.56,1.2,7,1129,38.8,4,0
peitzhe01,4124,16,0.703,532,560,0.271,16,0,1,7.31,1.81,0,3,19.3,0,0
brownje01,3190,23,0.702,431,288,0.271,0,0,0,0,0,0,0,11.9,0,0
shottbu01,4945,9,0.698,746,290,0.271,0,0,0,0,0,0,0,23.7,0,0
herrto01,5349,28,0.697,676,574,0.271,0,0,0,0,0,0,0,23.6,1,0
infanom01,5271,82,0.695,609,542,0.271,0,0,0,0,0,0,0,16.9,1,0
elberki01,4561,10,0.694,647,535,0.271,0,0,0,0,0,0,0,33.3,0,0
hoagmy01,3147,28,0.692,384,401,0.271,4,0,0,0,1,0,0,-4.2,1,0
guzmacr01,5382,62,0.69,727,467,0.271,0,0,0,0,0,0,0,12.6,2,0
bradlbi01,5430,34,0.688,754,552,0.271,1,0,0,0,4,0,0,36.4,0,0
snyderu01,3631,42,0.688,488,319,0.271,0,0,0,0,0,0,0,5.2,0,0
aybarer01,5175,58,0.685,643,473,0.271,1,0,0,0,1,0,0,22.8,1,0
gallada01,2081,17,0.684,273,190,0.271,0,0,0,0,0,0,0,4.9,0,0
powelja03,2540,22,0.683,353,327,0.271,0,0,0,0,0,0,0,-0.3,0,0
hemphch01,4541,22,0.678,580,421,0.271,0,0,0,0,0,0,0,16.2,0,0
shiplcr01,1345,20,0.673,155,138,0.271,0,0,0,0,0,0,0,-1.2,0,0
templga01,7721,70,0.673,893,728,0.271,0,0,0,0,0,0,0,27.8,3,0
dowdto01,5514,24,0.664,903,501,0.271,0,0,0,0,0,0,0,-1.7,0,0
kollodo01,3993,29,0.658,466,393,0.271,0,0,0,0,0,0,0,2.4,0,0
schreos01,3057,9,0.642,304,338,0.271,0,0,0,0,0,0,0,12.3,0,0
kuipedu01,3379,1,0.641,329,263,0.271,0,0,0,0,0,0,0,4,0,0
chakabo01,96,1,0.611,5,9,0.271,420,15,25,4.54,1.6,10,187,0.2,0,0
allisdo01,1407,2,0.605,236,139,0.271,5,0,0,1.8,2.4,0,0,6.7,0,0
mccovwi01,8197,521,0.889,1229,1555,0.27,0,0,0,0,0,0,0,64.5,6,1
stanlmi02,4222,187,0.828,625,702,0.27,0,0,0,0,0,0,0,20.9,1,0
soriaal01,7750,412,0.819,1152,1159,0.27,0,0,0,0,0,0,0,28.6,7,0
nevinph01,4188,208,0.815,584,743,0.27,0,0,0,0,0,0,0,15.9,1,0
thomsbo01,6305,264,0.794,903,1026,0.27,0,0,0,0,0,0,0,33.8,3,0
wellsve01,6642,270,0.778,930,958,0.27,0,0,0,0,0,0,0,28.6,3,0
marshmi02,3593,148,0.767,433,530,0.27,0,0,0,0,0,0,0,10.1,1,0
guilljo01,5888,214,0.761,748,887,0.27,0,0,0,0,0,0,0,6.4,0,0
batteea01,3586,104,0.758,393,449,0.27,0,0,0,0,0,0,0,18.8,7,0
dropowa01,4124,152,0.758,478,704,0.27,0,0,0,0,0,0,0,3.3,1,0
encarju01,4685,156,0.758,618,667,0.27,0,0,0,0,0,0,0,8.6,0,0
fordda01,4163,121,0.751,598,566,0.27,0,0,0,0,0,0,0,11.9,0,0
jacobbr01,4520,120,0.739,535,545,0.27,0,0,0,0,0,0,0,14.9,2,0
basske01,4839,118,0.734,609,611,0.27,0,0,0,0,0,0,0,14.7,1,0
moorege03,3543,58,0.733,497,436,0.27,0,0,0,0,0,0,0,15.3,1,0
schulfr01,6533,92,0.727,906,792,0.27,0,0,0,0,0,0,0,23.7,0,0
myattgl01,2678,38,0.725,346,387,0.27,0,0,0,0,0,0,0,3.8,0,0
pearsal02,3077,28,0.724,485,214,0.27,0,0,0,0,0,0,0,13.2,1,0
cowenal01,5534,108,0.722,704,717,0.27,0,0,0,0,0,0,0,15.2,0,0
phillda01,6296,84,0.711,789,729,0.27,0,0,0,0,0,0,0,7.9,0,0
gowdyha01,2735,21,0.709,270,322,0.27,0,0,0,0,0,0,0,23.8,0,0
pendlte01,7032,140,0.707,851,946,0.27,0,0,0,0,0,0,0,28.4,1,0
gladdda01,4501,74,0.706,663,446,0.27,2,0,0,4.5,1.5,0,0,15.5,0,0
bartlja01,3141,31,0.702,435,286,0.27,0,0,0,0,0,0,0,18.4,1,0
murrare01,4334,37,0.702,555,579,0.27,0,0,0,0,0,0,0,15.9,0,0
reedjo01,4554,27,0.699,566,392,0.27,0,0,0,0,0,0,0,15.9,0,0
tebbebi01,3704,38,0.699,357,469,0.27,0,0,0,0,0,0,0,3.9,4,0
ramiral03,5134,115,0.699,601,590,0.27,1,0,0,0,1,0,0,21.4,1,0
eversjo01,6137,12,0.69,919,538,0.27,0,0,0,0,0,0,0,47.7,0,1
bannial01,3007,19,0.689,430,288,0.27,0,0,0,0,0,0,0,3.6,0,0
thurssl01,648,5,0.682,65,79,0.27,1542,89,86,4.24,1.44,13,306,15.8,0,0
jonesda01,3774,9,0.681,643,288,0.27,0,0,0,0,0,0,0,16.6,0,0
williwa02,2373,33,0.675,284,173,0.27,0,0,0,0,0,0,0,2.4,0,0
chaveen01,3149,30,0.672,385,266,0.27,0,0,0,0,0,0,0,5,0,0
oldriru01,4690,27,0.671,616,471,0.27,0,0,0,0,0,0,0,15,0,0
vizcajo01,5379,36,0.664,633,480,0.27,0,0,0,0,0,0,0,7,0,0
nixonot01,5115,11,0.657,878,318,0.27,0,0,0,0,0,0,0,16.6,0,0
branski01,4999,13,0.657,529,637,0.27,0,0,0,0,0,0,0,10.2,0,0
daviser01,5321,282,0.841,938,934,0.269,0,0,0,0,0,0,0,36.1,2,0
hidalri01,3459,171,0.835,531,560,0.269,0,0,0,0,0,0,0,19.2,0,0
grievbe01,3215,118,0.809,471,492,0.269,0,0,0,0,0,0,0,8.4,1,0
fiskca01,8756,376,0.798,1276,1330,0.269,0,0,0,0,0,0,0,68.5,11,1
abramca01,1611,32,0.778,257,138,0.269,0,0,0,0,0,0,0,8.5,0,0
brognri01,2958,106,0.765,379,458,0.269,0,0,0,0,0,0,0,-1.1,0,0
repulri01,3088,106,0.755,407,416,0.269,0,0,0,0,0,0,0,5.2,1,0
iviemi01,2694,81,0.745,309,411,0.269,0,0,0,0,0,0,0,7.3,0,0
lopezhe01,4644,136,0.745,623,591,0.269,0,0,0,0,0,0,0,12.9,0,0
reesepe01,8058,126,0.743,1338,885,0.269,0,0,0,0,0,0,0,68.4,10,1
laryly01,4603,38,0.741,805,526,0.269,0,0,0,0,0,0,0,20.2,0,0
fletcda01,3902,124,0.741,377,583,0.269,0,0,0,0,0,0,0,7.6,1,0
lavagco01,3509,40,0.737,487,486,0.269,0,0,0,0,0,0,0,12.9,4,0
freylo01,5517,61,0.733,848,549,0.269,0,0,0,0,0,0,0,44.5,3,0
stransa01,2933,16,0.72,479,253,0.269,0,0,0,0,0,0,0,18.2,0,0
battsma01,1605,26,0.72,163,220,0.269,0,0,0,0,0,0,0,1.9,0,0
brookhu01,5974,149,0.718,656,824,0.269,0,0,0,0,0,0,0,13,2,0
lugoju01,4758,80,0.717,688,475,0.269,0,0,0,0,0,0,0,13.5,0,0
rolliri01,3303,77,0.716,419,399,0.269,0,0,0,0,0,0,0,11.8,4,0
dunstsh01,5927,150,0.712,736,668,0.269,0,0,0,0,0,0,0,11.5,2,0
leachto01,7959,63,0.71,1355,810,0.269,0,0,0,0,0,0,0,47.1,0,0
waltoje01,1573,25,0.709,241,132,0.269,0,0,0,0,0,0,0,3.7,0,0
zimmech01,4546,26,0.708,617,625,0.269,0,0,0,0,0,0,0,29.4,0,0
adamsbo03,4019,37,0.708,591,303,0.269,0,0,0,0,0,0,0,15.7,0,0
javiest01,5047,57,0.708,781,503,0.269,0,0,0,0,0,0,0,25.4,0,0
pruitro01,795,12,0.705,88,92,0.269,0,0,0,0,0,0,0,-0.1,0,0
izturma01,3013,39,0.703,406,334,0.269,0,0,0,0,0,0,0,11.3,0,0
devliar01,4412,10,0.702,603,505,0.269,0,0,0,0,0,0,0,36.1,0,0
milleri01,3887,28,0.696,552,369,0.269,0,0,0,0,0,0,0,15.5,0,0
ruffire01,1937,36,0.695,207,273,0.269,4344,273,225,3.8,1.34,16,1987,68.7,6,1
hofmaso01,4072,19,0.692,554,495,0.269,0,0,0,0,0,0,0,17,0,0
mcintma01,3958,4,0.689,562,319,0.269,0,0,0,0,0,0,0,20.7,0,0
cruzde01,4124,70,0.681,442,464,0.269,0,0,0,0,0,0,0,7.4,0,0
shindbi01,5815,31,0.68,993,759,0.269,0,0,0,0,0,0,0,17.5,0,0
lathaar01,6832,27,0.675,1481,563,0.269,0,0,0,0,0,0,0,30.5,0,0
whittpo01,3630,23,0.674,440,451,0.269,0,0,0,0,0,0,0,9.4,0,0
handlle01,3356,15,0.668,418,297,0.269,0,0,0,0,0,0,0,6.4,0,0
harrile01,3924,37,0.667,460,369,0.269,1,0,0,0,0,0,1,1.7,0,0
bloomwi01,2891,18,0.658,398,225,0.269,0,0,0,0,0,0,0,1.7,0,0
dolanco01,3174,10,0.655,428,315,0.269,255,11,13,4.45,1.53,1,69,4.7,0,0
marsaar01,2273,2,0.643,267,221,0.269,0,0,0,0,0,0,0,2.8,0,0
helmsto01,4997,34,0.642,414,477,0.269,0,0,0,0,0,0,0,8.6,2,0
mcgarch01,3256,9,0.641,538,388,0.269,0,0,0,0,0,0,0,1.4,0,0
teixema01,6936,409,0.869,1099,1298,0.268,0,0,0,0,0,0,0,50.6,3,0
johnsni01,2698,95,0.84,430,398,0.268,0,0,0,0,0,0,0,14.5,0,0
nichobi01,5546,235,0.83,837,948,0.268,0,0,0,0,0,0,0,41.8,5,0
bondsbo01,7043,332,0.824,1258,1024,0.268,0,0,0,0,0,0,0,57.8,3,0
gordojo01,5707,253,0.823,914,975,0.268,0,0,0,0,0,0,0,55.8,9,1
chaveer01,5518,260,0.817,816,902,0.268,0,0,0,0,0,0,0,38.3,0,0
gibsoki01,5798,255,0.815,985,870,0.268,0,0,0,0,0,0,0,38.4,0,0
willima04,7000,378,0.806,997,1218,0.268,0,0,0,0,0,0,0,46.6,5,0
robined01,4282,172,0.793,546,723,0.268,0,0,0,0,0,0,0,14.8,4,0
snowjt01,5641,189,0.784,798,877,0.268,0,0,0,0,0,0,0,0,0,0
karroer01,6441,284,0.779,797,1027,0.268,0,0,0,0,0,0,0,10.4,0,0
saboch01,3354,116,0.771,494,426,0.268,0,0,0,0,0,0,0,16.6,3,0
scottge02,7433,271,0.768,957,1051,0.268,0,0,0,0,0,0,0,36.6,3,0
sierrru01,8044,306,0.765,1084,1322,0.268,0,0,0,0,0,0,0,16.8,4,0
stanked01,4301,29,0.758,811,364,0.268,0,0,0,0,0,0,0,41.4,3,0
crawfwi01,3435,86,0.757,507,419,0.268,0,0,0,0,0,0,0,21.3,0,0
nadyxa01,2969,104,0.755,365,410,0.268,0,0,0,0,0,0,0,3.7,0,0
derosma01,3633,100,0.752,538,494,0.268,0,0,0,0,0,0,0,10.6,0,0
kaplega01,2983,82,0.749,443,386,0.268,0,0,0,0,0,0,0,8.7,0,0
stewabu01,2041,32,0.744,288,260,0.268,0,0,0,0,0,0,0,5.9,0,0
